QuestFormID	QuestEDID	AllyGuess	TopicOrder	TopicFormID	TopicEDID	TopicPrompt	TopicSubtype	TopicCategory	TopicPriority	TopicFlags	Branch	InfoCount	LineCount
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	20	0056F679	Choice-05_World	Let's talk about the world.	Custom@1313162067	Scene	50.000000			2	7
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	21	0056F67A			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	22	00573180			Custom@1313162067	Scene	50.000000			1	3
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	23	00573181			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	24	00573182			Custom@1313162067	Scene	50.000000			2	5
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	25	0057319B			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	26	0057319C			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	27	0058532D	Choice-02_Specifics	I have an extra SPECIAL or unique	Custom@1313162067	Scene	50.000000			8	19
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	28	0058532E			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	29	0058532F	Choice01-MoreInfo		Custom@1313162067	Scene	50.000000			6	11
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	30	00585330			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	31	00585335			Custom@1313162067	Scene	50.000000			6	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	32	00585336	Choice03-Decline		Custom@1313162067	Scene	50.000000			7	11
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	33	00585337			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	34	00585338	Choice02-Accept		Custom@1313162067	Scene	50.000000			6	10
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	35	00585339			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	36	0058533B			Custom@1313162067	Scene	50.000000			6	12
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	37	00585676		[Confirm Relationship] We're just friends.	Custom@1313162067	Scene	50.000000			14	21
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	38	00585677			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	39	00585678			Custom@1313162067	Scene	50.000000			9	19
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	40	00585679			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	41	00589457			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	42	005896DB			Custom@1313162067	Scene	50.000000			1	3
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	43	00589E99			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	44	00589E9A			Custom@1313162067	Scene	50.000000			1	2
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	45	0058BE8C			Custom@1313162067	Scene	50.000000			1	3
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	46	0058BE8D			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	47	0058BE8E			Custom@1313162067	Scene	50.000000			1	3
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	48	0058BE8F			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	49	0058BE90			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	50	0058BE91			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	51	0058C8DE			Custom@1313162067	Scene	50.000000			7	11
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	52	0058EA08			Custom@1313162067	Scene	50.000000			6	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	53	0058EA09			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	54	0058EAF9			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	55	0058EAFA			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	56	0058EAFB			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	57	0058EAFC			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	58	0058EAFD			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	59	0058EAFE			Custom@1313162067	Scene	50.000000			1	2
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	60	0058EB12			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	61	0058EB13			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	62	0058EB14			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	63	0058EB15			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	64	0058EB16			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	65	0058F22E			Custom@1313162067	Scene	50.000000			1	2
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	66	0058F22F			Custom@1313162067	Scene	50.000000			1	2
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	67	0058F230			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	68	0058F231			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	69	0058F232			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	70	0058F233			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	71	0058F234			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	72	0058F235			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	73	0058F236			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	74	0058F237			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	75	0058F238			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	76	0058F239			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	77	0058F246			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	78	0058F247			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	79	0058F248			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	80	0058F249			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	81	0058F24A			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	82	0058F24B			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	83	0058F24C			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	84	0058F24D			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	85	0058F24E			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	86	0058F24F			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	87	0058F8CE			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	88	0058F8CF			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	89	0058F8D2			Custom@1313162067	Scene	50.000000			19	31
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	90	0058F8D3			Custom@1313162067	Scene	50.000000			7	13
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	91	005912FF		Where am I headed?	Custom@1313162067	Scene	50.000000			96	146
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	92	00591300			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	93	00591301		Is there anything dangerous nearby that I should know about?	Custom@1313162067	Scene	50.000000			184	278
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	94	00591302			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	95	00593179			Custom@1313162067	Scene	50.000000			1	3
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	96	0059E157			Custom@1313162067	Scene	50.000000			8	17
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	97	0059E158			Custom@1313162067	Scene	50.000000			7	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	98	0059F964		[Confirm Relationship] We're more than friends.	Custom@1313162067	Scene	50.000000			10	18
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	99	0059F965			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	100	0059F966			Custom@1313162067	Scene	50.000000			2	3
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	101	0059F967			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	102	0059F968			Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	103	0059F969			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	104	0059F96A			Custom@1313162067	Scene	50.000000			1	2
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	105	0059F96B			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	106	0059F96C			Custom@1313162067	Scene	50.000000			4	10
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	107	0059F96D			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	108	0059F96E		I'll be back later, Sofia.	Custom@1313162067	Scene	50.000000			10	24
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	109	0059F96F			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	110	0059F970		I'll be back later, Commander.	Custom@1313162067	Scene	50.000000			8	20
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	111	0059F971			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	112	0059F972			Custom@1313162067	Scene	50.000000			3	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	113	0059F973			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	114	0059F974		I have something else to say, may or may not be SPECIAL.	Custom@1313162067	Scene	50.000000			4	10
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	115	0059F975			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	116	0059F976		Let's talk about the world.	Custom@1313162067	Scene	50.000000			11	29
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	117	0059F977			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	118	0059F978		Let's talk about the world.	Custom@1313162067	Scene	50.000000			8	18
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	119	0059F979			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	120	0059F97A		Let's talk about you, Commander.	Custom@1313162067	Scene	50.000000			19	39
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	121	0059F97B			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	122	0059F97C			Custom@1313162067	Scene	50.000000			4	12
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	123	0059F97D			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	124	0059F97E		Let's talk about these missions.	Custom@1313162067	Scene	50.000000			10	28
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	125	0059F97F			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	126	0059F980		[SPECIAL] I have something SPECIAL to say.	Custom@1313162067	Scene	50.000000			10	28
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	127	0059F981			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	128	0059F982		[Flirt] How are we doing, Commander?	Custom@1313162067	Scene	50.000000			10	27
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	129	0059F983			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	130	0059F984		Let's talk about these missions.	Custom@1313162067	Scene	50.000000			10	27
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	131	0059F985			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	132	0059F986		[SPECIAL] I have something SPECIAL to say.	Custom@1313162067	Scene	50.000000			8	20
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	133	0059F987			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	134	0059F988		[Flirt] How are we doing, Sofia?	Custom@1313162067	Scene	50.000000			18	34
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	135	0059F989			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	136	0059F98A		[Flirts] ATHENA was saved.	Custom@1313162067	Scene	50.000000			11	20
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	137	0059F98B			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	138	0059F98C			Custom@1313162067	Scene	50.000000			7	17
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	139	0059F98D			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	140	0059F98E		[Flirts] ATHENA was killed.	Custom@1313162067	Scene	50.000000			11	20
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	141	0059F98F			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	142	0059F990			Custom@1313162067	Scene	50.000000			5	8
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	143	0059F991			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	144	0059F992			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	145	0059F993			Custom@1313162067	Scene	50.000000			2	7
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	146	0059F994			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	147	0059F995			Custom@1313162067	Scene	50.000000			2	7
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	148	0059F996			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	149	0059F997			Custom@1313162067	Scene	50.000000			2	7
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	150	0059F998			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	151	0059F999			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	152	0059F99A			Custom@1313162067	Scene	50.000000			13	19
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	153	0059F99B			Custom@1313162067	Scene	50.000000			8	12
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	154	0059F99C			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	155	0059F99D			Custom@1313162067	Scene	50.000000			5	7
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	156	0059F99E			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	157	0059F99F			Custom@1313162067	Scene	50.000000			6	11
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	158	0059F9A0			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	159	0059F9A1			Custom@1313162067	Scene	50.000000			10	24
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	160	0059F9A2			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	161	0059F9A3		Consider it done.	Custom@1313162067	Scene	50.000000			6	12
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	162	0059F9A4			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	163	0059F9A5			Custom@1313162067	Scene	50.000000			8	14
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	164	0059F9A6			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	165	0059F9A7			Custom@1313162067	Scene	50.000000			7	12
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	166	0059F9A8			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	167	0059F9A9		Consider it done.	Custom@1313162067	Scene	50.000000			9	16
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	168	0059F9AA			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	169	0059F9AB			Custom@1313162067	Scene	50.000000			6	10
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	170	0059F9AC			Custom@1313162067	Scene	50.000000			6	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	171	0059F9AD			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	172	0059F9AE			Custom@1313162067	Scene	50.000000			12	28
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	173	0059F9AF			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	174	0059F9B0			Custom@1313162067	Scene	50.000000			3	8
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	175	0059F9B1			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	176	0059F9B2			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	177	0059F9B3			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	178	0059F9B4			Custom@1313162067	Scene	50.000000			2	5
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	179	0059F9B5			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	180	0059F9B6			Custom@1313162067	Scene	50.000000			7	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	181	0059F9B7			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	182	0059F9B8		I survived through Perception or Intelligence.	Custom@1313162067	Scene	50.000000			6	16
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	183	0059F9B9			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	184	0059F9BA		I survived through Luck.	Custom@1313162067	Scene	50.000000			4	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	185	0059F9BB			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	186	0059F9BC		I survived through Charisma.	Custom@1313162067	Scene	50.000000			4	11
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	187	0059F9BD			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	188	0059F9BE		I don't honestly know. I just survived.	Custom@1313162067	Scene	50.000000			1	1
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	189	0059F9BF			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	190	0059F9C0			Custom@1313162067	Scene	50.000000			2	4
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	191	0059F9C5			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	192	0059F9C6		We're in love.	Custom@1313162067	Scene	50.000000			9	22
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	193	0059F9C7			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	194	0059F9C8		Let's talk about the Finale.	Custom@1313162067	Scene	50.000000			6	14
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	195	0059FB26			Custom@1313162067	Scene	50.000000			8	10
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	196	0059FB27			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	197	0059FB28			Custom@1313162067	Scene	50.000000			4	6
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	198	0059FB29			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	199	0059FB2A		What's my target here?	Custom@1313162067	Scene	50.000000			176	269
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	200	0059FB2B			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	201	005A0B0E			Custom@1313162067	Scene	50.000000			3	9
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	202	005A0B0F			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	203	005A0B10			Custom@1313162067	Scene	50.000000			2	6
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	204	005A0B11			Custom@1313162067	Scene	50.000000			0	0
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	205	005A1125			Custom@1313162067	Scene	50.000000			1	4
0054EB3E	COMP_Quest_Camp_Full_Astronaut	Astronaut	206	005A1126			Custom@1313162067	Scene	50.000000			0	0
